id,text,misinformation_label,opinion_label,all_caps,exclamation_marks,hedging,adjectives,unk,annotator,exclamation_marks_bin,all_caps_bin,hedging_bin,adjectives_bin,unk_bin,jennifer,nicole,rachelle,shiao-li
791,He's the HS athlete that includes his jersey number signing shit. Trump signs wall of shelter for hurricane victims http://thehill.com/blogs/blog-briefing-room/news/348996-trump-signs-wall-of-shelter-for-hurricane-victims¬†‚Ä¶,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
792,Dozens of detainees remaining at U.S. military detention facility in Guantanamo to shelter from Hurricane Matthew.… https://twitter.com/i/web/status/783053336853508096 …,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
793,This food better be good. @_SpinnAround gott me out here in the great flood for some dominos lol jesus aint tell me to build a boat,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
794,Hurricane Harvey Likely To Destroy More Cars Than Katrina: &quot;This Is Bad; Real Bad&quot; https://goo.gl/fb/muqca1¬†,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
795,"Hi everyone! Robert and I are keeping a wary eye on Hurricane Michael. We have battened down the hatches and our bins of photos are loaded in the car. We're firm believers that things can be replaced. Rob and I, our... https://www.facebook.com/587913646/posts/10159045025128647/ …",0,1,[],"[['!', 11, 12]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
796,Costco food court date! Stocking up for hurricane Dorian!  @ Costco https://www.instagram.com/p/B1v2LrEBpMw/?igshid=1tlunyyqu70r7 …,0,0,[],"[['!', 56, 57], ['!', 22, 23]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
797,California wildfires: Five people found dead in cars caught up in Paradise¬†fire https://www.comocomprodesdevenezuela.com/california-wildfires-five-people-found-dead-in-cars-caught-up-in-paradise-fire/¬†‚Ä¶,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
798,"@WaltDisneyWorld 
Boy donates savings for Disney trip to buy food for Hurricane Dorian evacuees http://www.fox13news.com/news/boy-donates-savings-for-disney-trip-to-buy-food-for-hurricane-dorian-evacuees …",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
799,"On a real note, sending good vibes out to all those in the path of Hurricane Dorian. It’s getting really nasty out there. Please please find yourselves some shelter and stay safe. #HurricaneDorian #SafetyFirst",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
800,The best thing about having to ride out a hurricane/bad tropical storm is seeing people come together. We need more of that. https://twitter.com/bennyjohnson/status/901955142890729473¬†‚Ä¶,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
801,Hurricane #Harvey Destroys 500 thousand cars https://goo.gl/fb/rEWLPA¬† #foreign,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
802,"Couple trapped on top of a car, in a flood, during a blizzard",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
803,RT Breaking911: RAW VIDEO: Ride along as NOAA WP-3D Orion makes first pass through hurricane #Irma https://twitter.com/Breaking911/status/905183358103285760/video/1¬†‚Ä¶,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
804,Vehicle blamed for deadly California¬†wildfire https://wsoe.org/vehicle-blamed-for-deadly-california-wildfire/¬†‚Ä¶,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
805,@HeyImBeeYT its like theres fire in my skin and im drowning from within ????,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
806,"Where are Trump & Reps !?! Campaigning !!
No Food, No FEMA: Hurricane Michael’s Survivors Are Furious https://thebea.st/2IV0u6C?source=twitter&via=desktop … via @thedailybeast",0,1,[],"[['!', 23, 24], ['!', 25, 26], ['!!', 39, 41]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
807,"Hurricane Matthew charges toward Jamaica, Haiti, Cuba: Islanders stock up on food, water and other supplies a... http://bit.ly/2dOYIap ",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
808,"Video Shows Classic Cars, Garage Ravaged By Hurricane Michael https://www.motor1.com/news/269430/classic-cars-garage-hurricane-michael/?utm_source=RSS&utm_medium=referral&utm_campaign=RSS-all- …",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
809,"'I don't have anything left': Hurricane Michael survivors scramble for food, water as death toll rises https://www.usatoday.com/story/news/nation/2018/10/13/hurricane-michael-survivors-scramble-food-crews-search-missing/1628842002/?utm_source=feedblitz&utm_medium=FeedBlitzRss&utm_campaign=usatoday-newstopstories …",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
810,Florida Man Parks Smart Car In Kitchen Over Fear Hurricane Dorian Would Blow It Away https://9gag.com/gag/aZ7N25z?utm_source=Facebook&utm_medium=social&utm_campaign=link_post …,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
811,"#Coronavirus #Research:
Droplets in air from sneeze or #coughing can #infect even after 3 hours. Once deposited on steel/plastic surface, #virus has ability to infect for 3 days. Surprisingly, on #copper surface, it’s ability to infect is for 4 hours only. https://t.co/kT0hWZjmZ1",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
812,Was this pile of trash golfing today while the hurricane Michael people are running out of food and water??? https://twitter.com/realDonaldTrump/status/1051471737068670977 …,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
813,#food #cuisine BuzzFeed FWD: 11 Viral Photos That AREN'T Hurricane Sandy And More! http://dlvr.it/2PPYhj  #recipe #cooking,0,0,"[[""AREN'T"", 50, 56]]","[['!', 81, 82]]",[],[],[],shiao-li,1,1,0,0,0,0,0,0,1
814,"A video from the International Security Exhibition held in the UAE last year is circulating on social media as 'the King of Bahrain arrives in Dubai with his robot bodyguard'. #AltNewsFactCheck | @Priyankajha0 

https://t.co/LecrRmhEin",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
815,"Honestly, this tornado warning is a little scarier to ride out after watching what just happened to my friends in #Clevelandtn",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
816,"Harvey does something rare for major hurricane, and it could take oil prices on an unusual ride http://zpr.io/PWDmv¬†",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
817,Let the craziness begin. Cars are 10 deep at the gas pumps! #hurricane #Matthew #florida http://fb.me/6EB5q0i1Q ,0,1,[],"[['!', 58, 59]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
818,"Sleeping so peacefully while his Mommy starts her hurricane-readiness planning. Getting food, getting water, gathe‚Ä¶ http://ift.tt/2xaEYYL¬†pic.twitter.com/6wCFrIFzYP",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
819,Wreck with road blockage Woodward Avenue Northbound at Davison in M.S. #shoalstraffic,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
820,Poor ocean health threatens food security and increases flood risk- Businessgreen mobile http://m.businessgreen.com/bg/news/2300515/poor-ocean-health-threatens-food-security-and-increases-flood-risk¬†‚Ä¶,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
821,He better than Sean bro. I can admit that Sean is flames now. But he better than Sean https://t.co/aomQ1RYKmJ,1,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
822,'We have no food or water': Hurricane Dorian survivors feel abandoned ..... https://www.theguardian.com/world/2019/sep/07/hurricane-dorian-survivors-bahamas …,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
823,It is a complete hoax that china sought to kill its citizen to contain virus. Completely false new. https://t.co/nI56m3Lhc7 #PakStandWithChina @AounSahi @CathayPak @SaboohSyed @WangXianfeng8 @zlj517,1,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
824,#JimBakker one of the top #charlatans says #hurricanes are Gods judgement buy his food. Don't give to charlatans http://www.huffingtonpost.com/entry/jim-bakker-hurricane-doomsday-food_us_59af847be4b0354e440d93dd?ncid=engmodushpmg00000004¬†‚Ä¶,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
825,"...used his military to block humanitarian aid to Venezuelans desperate for food and medicine. It is also the face of Kim Campbell who rooted for the destructive fury of Category 5 Hurricane Dorian to descend on the people of Florida. Soulless. Power ""By any means necessary.""",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
826,"A photo story of two brothers from #Gaza that became global, Palestinian boy who thought his brother had been killed after the Gaza bombing hugs him when he sees him alive.
#GazzaUnderAttack https://t.co/8egfo0Qc25",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
828,"GUN BACKGROUND CHECKS
Poll says 97% of Americans support them.

Yet Bills to strengthen them go no where.

AMERICA, YOUR VOICE HAS BEEN SILENCED

Who is Congress listening to instead? 

Get Big Money out of politics.

https://t.co/SZeKY5eAaI",0,1,"[['GUN', 0, 3], ['BACKGROUND', 4, 14], ['CHECKS', 15, 21], ['AMERICA', 107, 114], ['YOUR', 116, 120], ['VOICE', 121, 126], ['HAS', 127, 130], ['BEEN', 131, 135], ['SILENCED', 136, 144]]",[],[],[],[],shiao-li,0,1,0,0,0,0,0,0,1
829,U.S. Navy Sends 6 Ships Out to Sea to Ride Out Hurricane Dorian https://www.newsbreakapp.com/n/0MjUyWmg?pd=02IAq29d&s=i2 …,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
830,Establishment Republican and Never-Trumper Stephen Hayes from the Weekly Standard was having a difficult time Tuesday after Donald Trump won all five east coast primaries. Steve says GOP elites will look for a third party candidate if Cruz cannot beat Trump in Indiana. ,1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
831, it's a whole flood in my car...FML!!,0,1,[],"[['!!', 35, 37]]",[],[],"[['FML', 32, 35]]",shiao-li,1,0,0,0,1,0,0,0,1
832,BMW E30 M3 owner parks his car inside his house to escape Hurricane Matthew http://www.stuff.co.nz/motoring/news/85146124/bmw-e30-m3-owner-parks-his-car-inside-his-house-to-escape-hurricane-matthew …,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
833,Well as long as I got my call of duty an my food Idrc were hurricane sandy is ,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
834,"If you look closely, you might find a few familiar hypocrites who were calling for the nomination of a new Supreme Court Justice before Scalia s body was removed from the hotel where he died h/t Weasel Zippers",1,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
835,Half of US adults will soon be fully vaccinated. Convincing everyone else will be more difficult. https://t.co/irMX4fVKVK,1,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
837,Our thoughts are with all of you in the line of Hurricane Sandy. Find shelter near you during this storm: http://rdcrss.org/TqduCz ,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
838,Airbnb offering free housing for Hurricane Dorian evacuees. Families that include registered sex offenders need not apply.  https://abc11.com/society/airbnb-offers-free-housing-for-hurricane-dorian-evacuees/5508657/ … via @ABC11_WTVD,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
839,"Protest underway in Charlotte:  Things got completely out of hand    @Boris_Sanchez is on the ground w/ the latest. https://t.co/UQ8XOOnFyN  Anderson Cooper 360  (@AC360) September 22, 2016",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
840,"Juuuuggggg -______-  // RT @itsjustinmartin: iwant some chinese food. someone throw me some in the tornado, maybe it'll blow it over here :)",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
841,@GuiltyGearXXACP yeah I know but blaze blue dont have a twitter lol I drew this a few weeks ago http://t.co/sk3l74FLzZ,1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
842,"Hurricane Dorian smashes houses & cars, knocks trees on destructive landfall in the Bahamas (VIDEO) — RT World News https://www.rt.com/news/467764-hurricane-dorian-bahamas-videos/ … #",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
843,5th most tweeted VIDEO in Games || tornado passes by a man in a car on his cell... http://bit.ly/honb6E,0,0,"[['VIDEO', 17, 22]]",[],[],[],[],shiao-li,0,1,0,0,0,0,0,0,1
844,Tesla to unlock extra range and free Supercharging for cars in Hurricane Dorian's path https://buff.ly/2lRKQBD ,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
846,"After riding Hurricane Michael out in a Panama City motel as the walls shook & cracked, I had no power or cell service for days. I spent two sleepless nights in a shelter & a rental car. I even injured my leg.

I had it easy:  

http://www.latimes.com/nation/la-na-florida-hurricane-mexico-beach-20181013-story.html …",0,1,[],[],[],"[['sleepless', 141, 150]]",[],shiao-li,0,0,0,1,0,0,0,0,1
847,"Heavy rains, thunder storms and flash floods have kept me off the roads today. I consoled myself with lashings of delicious Thai food  Mmmm.",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
848,"I keep telling my friends....I know tons of people who have been in car accidents, but no one who has been through a wildfire. It's different. It changes things. So many friends and colleagues who lost homes were underinsured. How do you know you're underinsured???",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
850,Airbnb offering free housing to Hurricane Dorian evacuees and relief workers https://trib.al/x5Wu9Qp ,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
851,PsBattle: Marabou Stork seeking shelter from Hurricane Matthew in St. Augustine Alligator Farm restroom http://hez.us/8yf865 ,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
852,Be sure to check the American Red cross site for any shelter information in reference to hurricane Sandy.,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
854,"""'I don't have anything left': Hurricane Michael survivors scramble for food, water as death toll rises"" https://www.usatoday.com/story/news/nation/2018/10/13/hurricane-michael-survivors-scramble-food-crews-search-missing/1628842002/ … #HurricaneMichael #destruction",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
855,"Being in single market is dependent on EU membership, says Corbyn – video https://t.co/9JLq2kSxSk",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
856,Hello Calgary!! Important news!! Please be advised!!! http://t.co/ARKTJ9Qn4S,0,1,[],"[['!!', 30, 32], ['!!', 13, 15], ['!!!', 50, 53]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
857,Dim red sun... Chinese food dish or grim reality of wildfire smoke?,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
858,#BBC Hurricane Matthew: Family rescued from car rooftop: A family is rescued after being stranded on top... http://bbc.in/2dGFhii  #USA,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
859,"@Chewy 
I figured it can't hurt to ask, is there anyway you could donate food for animals down in the Bahamas affected by Hurricane Dorian?
#BAHAMASTRONG #HurricaneDorain #chellaphillips #HumaneSocietyOfGrandBahama",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
860,they are saying Hurricane Matthew may be strongest in 60 yrs or so    hope everyone stays safe & finds good shelter,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
861,"Trump to Merkel on Obama s wiretapping  at least we have something in common  https://t.co/aEfJefkbZW pic.twitter.com/5BztA5Kx52  WikiLeaks (@wikileaks) March 17, 2017",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
862,Getting ready to ride out Hurricane Sandy with a Hurricane Cocktail...CHEERS!  http://theblondcook.com/2012/10/hurricane-cocktail/ …,0,1,"[['CHEERS', 70, 76]]","[['!', 76, 77]]",[],[],[],shiao-li,1,1,0,0,0,0,0,0,1
863,"We're still selling cars as usual even though a category 3 hurricane is coming.

You know...priorities ",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
864,Life Alarm donates supplies to shelter for Hurricane Matthew evacuees!!,0,0,[],"[['!!', 69, 71]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
865,"A week after my car gets flooded and I get a new engine, a school bus slams into me and a hurricane is on the way.",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
866,"Yes it is,say dat whn u see da first car fly RT @NoVaselineSmh: RT @NiNiBadd: Is It Bout To Be A Tornado (cont) http://tl.gd/a4u014",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
867,"New rule. No more fucking rallies or campaign events–by anyone–until these people get the help they need.

No Food, No FEMA: Hurricane Michael’s Survivors Are Furious https://thebea.st/2IV0u6C?source=twitter&via=desktop … via @thedailybeast",0,1,[],[],[],[],"[['fucking', 18, 25]]",shiao-li,0,0,0,0,1,0,0,0,1
868,@afterShock_DeLo scuf ps live and the game... cya,1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
869,"Hurricane Dorian strikes Bahamas: Homes severely damaged, cars overturned, power lines down https://fxn.ws/2ZEPIbz  #FoxNews",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
870,Hurricane Matthew Journal entry 1: Arrived at the rents on E. No gas in sight. Made a fat plate of food. Belly full and the sun is shining.,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
871,@FoxNewsInsider All Obama is doing is giving a false time schedule on Iran testing there first bomb      Bomb = Nuclear Suicide Vest,1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
872,Sir Richard Branson to ride out Hurricane Irma on Necker Island by Our Foreign Staff via News http://ift.tt/2wDtlbj¬†,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
873,@FunkyLilShack @mariaf30 I want a full on bitch slapping guns blazing cake throwing Charles showdown!! Now THAT will be worth the wait ????,1,1,[],"[['!!', 100, 102]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
874,"The latest batch of New York Times/Siena polls are here! 

Arizona: Biden 49%, Trump 43% (Biden +6)
Florida: Biden 47%, Trump 44% (Biden +3)
Pennsylvania: Biden 49%, Trump 43% (Biden + 6)
Wisconsin: Biden 52%, Trump 41% (Biden + 11) https://t.co/LVZw1JhLvH",1,0,[],"[['!', 55, 56]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
875,"Would-be looter in Hurricane Michael-ravaged Florida shot, killed after trying to steal law enforcement vehicle: ...",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
876,#Irma is now a category 5 hurricane - we strongly encourage students & their families to come to campus for shelter: http://aucmed.edu/about/weather-alert.aspx¬†‚Ä¶,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
877,"I'm just sayin.. my car basically touches the ground.. and I'm just chilling in a ""hurricane proof"" school.",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
878,"Exactly. The cause of the Carr Wildfire that cost the lives of two children, their grandmother and two firefighters was:

A car with a blown tire, sparking. 
Not of Federal land. On City land.

Bullet train $$$ drain , illegal sanctuaries & unlimited illegal welfare cost lives.",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
879,"Gargles with warm water &amp; salt or vinegar and drinking lots of warm water can wash away #Coronavirus when its clinging to the throat in first 4 days after entering the body,
So gargle everyday   pl spread this info through retweets #CoronaOutbreak https://t.co/5nvU2rG2tL",1,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
880,"The Latest: Food, fuel delivery to cars stranded in Kentucky: WASHINGTON (AP) ‚Äî The latest on the blizzard slamming the eastern part ...",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
881,What a virtue signaling eco-fraud Pete Buttigieg is! https://t.co/hn5waiN0bk,1,1,[],"[['!', 51, 52]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
882,ALERT: USDA Offers Food Safety Tips For Hurricane Victims - Please Share This Out! http://silenceisconsent.net/alert-usda-offers-food-safety-tips-hurricane-victims-please-share/¬†‚Ä¶ via @silenceconsentpic.twitter.com/mMvErtF9Ei,0,0,"[['ALERT', 0, 5]]","[['!', 81, 82]]",[],[],[],shiao-li,1,1,0,0,0,0,0,0,1
883,#CallFire Wildfire started by a vehicle at Cow Flat rd & Hwy 178 near Lake Isabella California. Hwy 178 is closed in both directions. https://www.bakersfield.com/news/breaking/car-fire-spreads-to-hills-on-highway/article_77eeb530-a344-11e8-a5a0-dfbcd650736c.html¬†‚Ä¶,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
884,"Viral posts misleadingly claim that doctors in Japan advise people to drink water every 15 minutes in order to prevent being infected by the novel #coronavirus, #COVID19. 

#BOOMFactCheck #FakeNews #CoronaVirusFacts #coronavirus
#CoronavirusOutbreak

https://t.co/RbzX6qF18z",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
885,all ima tell this tornado is if you do touchdown plese dn`t touch my car please & thanks !,0,1,[],"[['!', 89, 90]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
886,Did you lose power during the blizzard? How to tell if your food is safe http://dlvr.it/DM3Tp5¬†,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
887,"Strong mag. 6.0 #earthquake  - Laos on Wednesday, 20 November 2019 - share your experience - information
https://t.co/JvSiJxRgE8",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
888,"Give that man a bakkie! After nurse‚Äôs vehicle was damaged during US wildfire rescue, Toyota gives him brand new wheels https://www.wheels24.co.za/OffRoad_and_4x4/Bakkie_and_SUV/give-that-man-a-bakkie-after-nurses-vehicle-was-damaged-during-us-wildfire-rescue-toyota-gives-him-brand-new-wheels-20181115¬†‚Ä¶ via @Wheels24",0,1,[],"[['!', 22, 23]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
889,"If you're anywhere where hurricane Irma is gonna hit, please stay safe and evacuate if you can or find shelter somewhere",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
890,"Boy, 6, saves money to visit Disney World, spends it on food for Hurricane Dorian evacuees instead",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
891,I hope everyone in  Southeast in the path of Hurricane Matthew is taking every precaution. There is still time to evacuate or find shelter.,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
892,@ellenfromnowon 7-speed nexus shifter å£9! (For community cargo bike?) http://t.co/rjPjBwVfck,1,0,[],"[['!', 41, 42]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
893,I'm really craving either Mexican food or fries.. Or both.. But nobody's going to deliver bc this fucking blizzard. ,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
894,"Septa has shut down because of the Hurricane Sandy, which means I can't ride the train to Delaware. ",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
895,Driver forced to ‚Äòride it out‚Äô in truck during tornado in TN - http://bit.ly/lTsJKf #Trucking #Tornado #Safety,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
896,"Biden Quietly Pardons 2,617 BLM’s Rioters, Looters, Arsonists and Murderers, https://t.co/fKsdyA7eXN",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
897,Dr. Besser's 3 Tips to Ride Hurricane #Sandy Out Safely | ABC News Blogs - Yahoo! http://gma.yahoo.com/blogs/abc-blogs/dr-bessers-3-tips-ride-hurricane-sandy-safely-230928077--abc-news-health.html … … #staysafe,0,0,[],"[['!', 80, 81]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
898,I ask my followers to please pardon me right now for being distracted by local stuff but people abandoning their cars so they can run for their lives from a wildfire is hard to ignore. All of Cali is local to me.,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
899,Get ur priorities str8 MIAMI!!! Yes issa Hurricane but what good is a full tank ofif your car is dirty?ALWAYS stay CLEAN my friends! pic.twitter.com/APtKVksXA4,0,1,[],"[['!!!', 28, 31], ['!', 131, 132]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
900,@AmuMumuX lava you.?? quit actin up,1,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
901,"I have lived through many a hurricane, and the food you eat during it is usually awful. Lots of canned foods and bags of chips. And bananas",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
902,Migrants drown at sea after boat capsizes off #Libya http://t.co/t4pv0nrOoV http://t.co/PSeYLYzck4,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
903,@hornybigbadwolf -sets the forest on fire-,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
904,"No, Biden won't ban fracking https://t.co/Z6JYN7Qmvh",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
905,Dave Grohl delivers food to first responders fighting California wildfires. #infinitefireinc #davegrohl #firstresponders #californiawildfires https://www.etonline.com/dave-grohl-delivers-food-to-first-responders-fighting-california-wildfires-113719¬†‚Ä¶pic.twitter.com/7DXMZQOKtk,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
906,"@ElizaLentzski But on the plus side, no blizzard. Sort of like washing your car to make it rain. I think you're still ahead of the game.",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
907,Airbnb Offers Free Housing To Residents Displaced By Hurricane Dorian & Disaster Relief Workers - JAX GAY http://jaxgay.com/8/post/2019/09/airbnb-offers-free-housing-to-residents-displaced-by-hurricane-dorian-disaster-relief-workers.html …,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
908,I'm crying that song just ended setting myself on fire  https://t.co/i2El5aCrRW,1,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
909,"Hurricane evacuees, you can stay in a shelter with your pets in Austin. Austin Animal Center staff & volunteers are there to help! https://twitter.com/austintexasgov/status/902199791890952193¬†‚Ä¶",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
910,"LOL. My friend Adam just checked into ""The Cheetah Tornado Shelter."" #atlweather",0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
911,".@RudyGiuliani accused @JoeBiden of bribing the president of Ukraine so he would ""fire a prosecutor who is investigating the vice president's son.""

 https://t.co/CM08KkKBAp",1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
912,Crazy video of Congressman Alan Grayson going off on a Politico reporter has been released. Grayson appears to be such an elitist and a pompous a@@ when addressing the reporter. ,1,0,[],[],[],[],"[['a@@', 144, 147]]",shiao-li,0,0,0,0,1,0,0,0,1
913,"This is what happens when the Trump administration takes nearly $10 million away from FEMA and other federal agencies to pay for immigration detention centers 

No Food, No FEMA: Hurricane Michael’s Survivors Are Furious https://thebea.st/2IV0u6C?source=twitter&via=desktop … via @thedailybeast",0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
914,And the right car. He has time.,0,1,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
915,Hurricane Matthew isn't even here yet and I've already eaten all of our food,0,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
916,Ali you flew planes and ran into burning buildings why are you making soup for that man child?! #BooRadleyVanCullen,1,1,[],"[['!', 94, 95]]",[],[],[],shiao-li,1,0,0,0,0,0,0,0,1
917,@CranBoonitz So going to make any bomb threats? @HereticOfEthics,1,0,[],[],[],[],[],shiao-li,0,0,0,0,0,0,0,0,1
